ROWID,Country,State lgd code,State,YearCode,Year,Type of area,Age group,Gender,Literacy rate
3789,India,33,Tamil Nadu,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,person,89
3790,India,33,Tamil Nadu,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,female,85.2
3791,India,33,Tamil Nadu,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,male,93.8
3792,India,33,Tamil Nadu,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,person,89.4
3793,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,female,70.7
3794,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,male,83.6
3795,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,person,76.8
3796,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,female,70.5
3797,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,male,83.9
3798,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,person,76.8
3799,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,female,77.5
3800,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,male,88.6
3801,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,person,82.8
3802,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,female,77.5
3803,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,male,88.9
3804,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,person,83
3805,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,female,85.7
3806,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,male,94
3807,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,person,89.8
3808,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,female,85.9
3809,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,male,94.4
3810,India,33,Tamil Nadu,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,person,90.1
3811,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,female,73.2
3812,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,male,84.8
3813,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,person,78.8
3814,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,female,73.1
3815,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,male,85
3816,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,person,79
3817,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,female,78.5
3818,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,male,88.3
3819,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,person,83.3
3820,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,female,78.7
3821,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,male,88.8
3822,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,person,83.6
3823,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,female,84.5
3824,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,male,92.3
3825,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,person,88.3
3826,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,female,85
3827,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,male,93
3828,India,33,Tamil Nadu,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,person,88.9
3829,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,female,74
3830,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,male,86
3831,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,person,79.8
3832,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,female,74.4
3833,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,male,86.3
3834,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,person,80.2
3835,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,female,79.4
3836,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,male,89.3
3837,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,person,84.2
3838,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,female,79.8
3839,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,male,89.7
3840,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,person,84.7
3841,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,female,85.8
3842,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,male,93.1
3843,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,person,89.4
3844,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,female,86.3
3845,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,male,93.7
3846,India,33,Tamil Nadu,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,person,89.9
3847,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,female,76
3848,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,male,86.3
3849,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,person,81
3850,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,female,76.2
3851,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,male,86.8
3852,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,person,81.4
3853,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,female,80.3
3854,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,male,89.5
3855,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,person,84.8
3856,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,female,80.6
3857,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,male,90
3858,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,person,85.2
3859,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,female,86
3860,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,male,93.4
3861,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,person,89.7
3862,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,female,86.4
3863,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,male,94
3864,India,33,Tamil Nadu,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,person,90.2
3865,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,female,77.8
3866,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,male,87.1
3867,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,person,82.4
3868,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,female,78
3869,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,male,87.5
3870,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,person,82.7
3871,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,female,81.5
3872,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,male,89.9
3873,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,person,85.6
3874,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,female,81.7
3875,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,male,90.3
3876,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,person,86
3877,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,female,86.3
3878,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,male,93.5
3879,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,person,89.9
3880,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,female,86.7
3881,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,male,94
3882,India,33,Tamil Nadu,2022,"Agriculture Year (Jul - Jun), 2022",urban,7 Above,person,90.4
3883,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,female,75.8
3884,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,male,86.4
3885,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural,5 Above,persons,81
3886,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,female,75.8
3887,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,male,86.7
3888,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural,7 Above,persons,81.2
3889,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,female,81
3890,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,male,89.5
3891,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,5 Above,persons,85.1
3892,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,female,81.3
3893,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,male,90
3894,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",rural+urban,7 Above,persons,85.5
3895,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,female,87.1
3896,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,male,93.2
3897,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",urban,5 Above,persons,90
3898,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,female,87.6
3899,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,male,93.9
3900,India,33,Tamil Nadu,2023,"Agriculture Year (Jul - Jun), 2023",urban,7 Above,persons,90.6
3901,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,female,88.5
3902,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,male,93.6
3903,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural,5 Above,person,91
3904,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,female,87.9
3905,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,male,94.6
3906,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural,7 Above,person,91.2
3907,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,female,88.7
3908,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,male,94.4
3909,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,5 Above,person,91.5
3910,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,female,88.6
3911,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,male,95
3912,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",rural+urban,7 Above,person,91.7
3913,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,female,88.8
3914,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,male,94.9
3915,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",urban,5 Above,person,91.8
3916,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,female,88.9
3917,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,male,95.2
3918,India,34,Puducherry,2017,"Agriculture Year (Jul - Jun), 2017",urban,7 Above,person,92
3919,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,female,81.9
3920,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,male,92.6
3921,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural,5 Above,person,86.9
3922,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,female,81.6
3923,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,male,92.4
3924,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural,7 Above,person,86.6
3925,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,female,87.1
3926,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,male,93.8
3927,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,5 Above,person,90.2
3928,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,female,87.3
3929,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,male,94.3
3930,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",rural+urban,7 Above,person,90.6
3931,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,female,89.9
3932,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,male,94.4
3933,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",urban,5 Above,person,92
3934,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,female,90.4
3935,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,male,95.2
3936,India,34,Puducherry,2018,"Agriculture Year (Jul - Jun), 2018",urban,7 Above,person,92.7
3937,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,female,79.6
3938,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,male,90.6
3939,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural,5 Above,person,85.1
3940,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,female,78.8
3941,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,male,91.1
3942,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural,7 Above,person,85
3943,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,female,87.6
3944,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,male,93.7
3945,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,5 Above,person,90.7
3946,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,female,88.1
3947,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,male,94.7
3948,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",rural+urban,7 Above,person,91.5
3949,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,female,91.5
3950,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,male,95.1
3951,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",urban,5 Above,person,93.4
3952,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,female,92.5
3953,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,male,96.4
3954,India,34,Puducherry,2019,"Agriculture Year (Jul - Jun), 2019",urban,7 Above,person,94.5
3955,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,female,84.1
3956,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,male,91.3
3957,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural,5 Above,person,87.3
3958,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,female,86.6
3959,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,male,91.9
3960,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural,7 Above,person,89
3961,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,female,87
3962,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,male,93
3963,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,5 Above,person,89.7
3964,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,female,88.2
3965,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,male,93.3
3966,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",rural+urban,7 Above,person,90.6
3967,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,female,88.9
3968,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,male,94.1
3969,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",urban,5 Above,person,91.3
3970,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,female,89.3
3971,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,male,94.3
3972,India,34,Puducherry,2020,"Agriculture Year (Jul - Jun), 2020",urban,7 Above,person,91.6
3973,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,female,83.6
3974,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,male,92.7
3975,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural,5 Above,person,87.9
3976,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,female,86.1
3977,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,male,93
3978,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural,7 Above,person,89.4
3979,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,female,87.8
3980,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,male,95.1
3981,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,5 Above,person,91.3
3982,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,female,89.3
3983,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,male,95.4
3984,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",rural+urban,7 Above,person,92.3
3985,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,female,90.4
3986,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,male,96.4
3987,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",urban,5 Above,person,93.4
3988,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,female,91.3
3989,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,male,96.8
3990,India,34,Puducherry,2021,"Agriculture Year (Jul - Jun), 2021",urban,7 Above,person,94
3991,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,female,76.6
3992,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,male,91.2
3993,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural,5 Above,person,83.7
3994,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,female,77.9
3995,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,male,91.3
3996,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural,7 Above,person,84.4
3997,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,female,86.7
3998,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,male,93.7
3999,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,5 Above,person,90
4000,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,female,87.6
4001,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,male,94.9
4002,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",rural+urban,7 Above,person,91.1
4003,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,female,92.2
4004,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,male,95.2
4005,India,34,Puducherry,2022,"Agriculture Year (Jul - Jun), 2022",urban,5 Above,person,93.6
